21489	ans_21489	ans_119 ans_23165 ans_10457 ans_21157 ans_42055 ans_10503 ans_33959 ans_60400 ans_21489 ans_17899 ans_10107 ans_74254 ans_2860 ans_28074 ans_33738 ans_24714 ans_54093 ans_22986 ans_18388 ans_33586 ans_7817 ans_2915 ans_21396 ans_57578 ans_6947 ans_36623 ans_47127 ans_14535 ans_27 ans_63239 ans_24255 ans_41188 ans_8866 ans_16228 ans_27950 ans_27857 ans_8402 ans_33961 ans_55979 ans_28291 ans_21733 ans_8130 ans_400 ans_46662 ans_43097 ans_9384 ans_5701 ans_5265 ans_3078 ans_51644 ans_12667 ans_21561 ans_71308 ans_18715 ans_5571 ans_20339 ans_36405 ans_46326 ans_53997 ans_42966 ans_9648 ans_42141 ans_33890 ans_9449 ans_23638 ans_35797 ans_24887 ans_3650 ans_64162 ans_36233 ans_32679 ans_65654 ans_21769 ans_21599 ans_39593 ans_23220 ans_57227 ans_17210 ans_20798 ans_33041 ans_19432 ans_3105 ans_8330 ans_14544 ans_27845 ans_8286 ans_25884 ans_11438 ans_7029 ans_1695 ans_45232 ans_23122 ans_46445 ans_64430 ans_62809 ans_43596 ans_17440 ans_41326 ans_5476 ans_34115
6691	ans_6691	ans_20980 ans_23494 ans_41874 ans_36397 ans_8978 ans_47171 ans_16615 ans_7203 ans_6691 ans_36630 ans_9716 ans_20199 ans_37276 ans_15114 ans_9543 ans_37731 ans_24362 ans_57987 ans_71828 ans_61807 ans_21391 ans_3328 ans_6993 ans_6899 ans_16971 ans_36696 ans_3429 ans_14392 ans_42836 ans_21759 ans_27348 ans_62163 ans_23338 ans_18569 ans_15175 ans_18975 ans_4381 ans_5405 ans_48936 ans_32062 ans_13876 ans_5071 ans_63128 ans_25152 ans_16407 ans_45443 ans_27867 ans_12748 ans_2995 ans_36259 ans_30132 ans_23504 ans_9077 ans_23272 ans_23574 ans_11094 ans_35928 ans_32418 ans_4815 ans_4809 ans_29829 ans_8236 ans_33835 ans_125 ans_27462 ans_32434 ans_57578 ans_10274 ans_22722 ans_15830 ans_62503 ans_66844 ans_43281 ans_6829 ans_13586 ans_21675 ans_25999 ans_36443 ans_41422 ans_55237 ans_38135 ans_21383 ans_56309 ans_12841 ans_33847 ans_16016 ans_36697 ans_20590 ans_3551 ans_62535 ans_3734 ans_8881 ans_53959 ans_20951 ans_42314 ans_7010 ans_23708 ans_44078 ans_64979 ans_24028
15342	ans_15342	ans_22544 ans_68263 ans_36541 ans_55047 ans_17248 ans_29293 ans_6309 ans_24545 ans_59656 ans_28916 ans_1363 ans_35103 ans_25515 ans_3893 ans_61593 ans_6189 ans_15589 ans_7568 ans_2957 ans_29650 ans_8575 ans_59560 ans_16126 ans_45101 ans_16012 ans_16440 ans_59721 ans_37836 ans_24378 ans_36935 ans_69095 ans_46803 ans_29513 ans_11056 ans_15342 ans_30877 ans_11424 ans_1260 ans_2202 ans_47252 ans_725 ans_36106 ans_11724 ans_55125 ans_18050 ans_36738 ans_58040 ans_20804 ans_7268 ans_65246 ans_58071 ans_3053 ans_32552 ans_24465 ans_4854 ans_8192 ans_58400 ans_1230 ans_56842 ans_17631 ans_29077 ans_4292 ans_43319 ans_11513 ans_21239 ans_13958 ans_60205 ans_9839 ans_54219 ans_14775 ans_19926 ans_15724 ans_17197 ans_8004 ans_141 ans_37377 ans_30231 ans_47818 ans_23779 ans_11308 ans_61942 ans_20411 ans_56409 ans_14073 ans_28098 ans_40236 ans_1351 ans_2923 ans_2319 ans_12185 ans_49482 ans_7062 ans_14846 ans_9032 ans_20340 ans_9633 ans_3501 ans_14924 ans_47146 ans_18353
16843	ans_16843	ans_9191 ans_32466 ans_16843 ans_45232 ans_21693 ans_4588 ans_74051 ans_10873 ans_29038 ans_5423 ans_17145 ans_17446 ans_40528 ans_50101 ans_36094 ans_21130 ans_18989 ans_24854 ans_25124 ans_47536 ans_24238 ans_22275 ans_51858 ans_66651 ans_16210 ans_29818 ans_4700 ans_1731 ans_43706 ans_19162 ans_27531 ans_11874 ans_22447 ans_56712 ans_12999 ans_24639 ans_16467 ans_19606 ans_33065 ans_49811 ans_33158 ans_56424 ans_417 ans_1600 ans_9303 ans_45000 ans_3226 ans_14311 ans_45355 ans_62206 ans_21750 ans_27591 ans_67259 ans_22971 ans_19332 ans_18941 ans_20830 ans_1890 ans_10580 ans_14504 ans_18850 ans_13139 ans_4914 ans_5406 ans_62063 ans_4880 ans_22415 ans_41018 ans_18990 ans_10661 ans_344 ans_21683 ans_25978 ans_17333 ans_21578 ans_31907 ans_38115 ans_8713 ans_15304 ans_51727 ans_5964 ans_21650 ans_23446 ans_7668 ans_63849 ans_28648 ans_4312 ans_46883 ans_8597 ans_17977 ans_5919 ans_35776 ans_14445 ans_63425 ans_4208 ans_21690 ans_11 ans_37492 ans_36199 ans_8866
23220	ans_23220	ans_27528 ans_62809 ans_71658 ans_55675 ans_18388 ans_23713 ans_74341 ans_834 ans_46445 ans_64035 ans_20138 ans_21415 ans_27566 ans_44358 ans_41536 ans_60400 ans_21489 ans_22237 ans_63999 ans_64894 ans_19694 ans_21157 ans_936 ans_21566 ans_36623 ans_42141 ans_29888 ans_24434 ans_5571 ans_34410 ans_21750 ans_64880 ans_32679 ans_28996 ans_47536 ans_55979 ans_35775 ans_29918 ans_9213 ans_27462 ans_13322 ans_17440 ans_52124 ans_21559 ans_11317 ans_32278 ans_7909 ans_119 ans_16451 ans_8294 ans_34120 ans_54662 ans_25871 ans_7353 ans_45910 ans_5071 ans_76065 ans_19116 ans_9805 ans_66337 ans_18941 ans_53951 ans_64555 ans_5265 ans_21733 ans_63239 ans_10581 ans_17210 ans_18715 ans_61808 ans_64327 ans_42055 ans_16670 ans_23165 ans_9384 ans_41326 ans_23122 ans_25884 ans_14185 ans_16228 ans_7817 ans_15913 ans_963 ans_47127 ans_18114 ans_74254 ans_71441 ans_68295 ans_23220 ans_21367 ans_30340 ans_21558 ans_6947 ans_19621 ans_40039 ans_35187 ans_45971 ans_61 ans_25588 ans_21695
15716	ans_15716	ans_24109 ans_3079 ans_17648 ans_38014 ans_21407 ans_22921 ans_17911 ans_43882 ans_24637 ans_43545 ans_64982 ans_33329 ans_9384 ans_74777 ans_7237 ans_18894 ans_68031 ans_8564 ans_13321 ans_47483 ans_2202 ans_45121 ans_6464 ans_15282 ans_8261 ans_18388 ans_25871 ans_3080 ans_10451 ans_17904 ans_49606 ans_7173 ans_34451 ans_37544 ans_1237 ans_10549 ans_3417 ans_35287 ans_23195 ans_67684 ans_5891 ans_2266 ans_15790 ans_20605 ans_18700 ans_10352 ans_14594 ans_37649 ans_14295 ans_34162 ans_21939 ans_43920 ans_14855 ans_12586 ans_7231 ans_4940 ans_42050 ans_33571 ans_54796 ans_54059 ans_6601 ans_4388 ans_10171 ans_63259 ans_75610 ans_1551 ans_6733 ans_14414 ans_35632 ans_7844 ans_40860 ans_7643 ans_61807 ans_29598 ans_28618 ans_27462 ans_14887 ans_1042 ans_75749 ans_29434 ans_16893 ans_9822 ans_19250 ans_24245 ans_41551 ans_23061 ans_8130 ans_7029 ans_56516 ans_42563 ans_25227 ans_20162 ans_7416 ans_27519 ans_15716 ans_28322 ans_3760 ans_23122 ans_18922 ans_39503
15656	ans_15656	ans_1291 ans_22785 ans_35016 ans_25927 ans_69052 ans_24312 ans_5641 ans_5615 ans_72944 ans_27528 ans_45730 ans_32390 ans_44545 ans_57676 ans_46636 ans_13257 ans_42962 ans_4842 ans_64121 ans_25096 ans_6947 ans_36169 ans_5845 ans_7821 ans_7703 ans_5891 ans_1577 ans_6773 ans_43882 ans_64162 ans_44145 ans_8097 ans_71441 ans_33835 ans_48964 ans_65496 ans_23671 ans_3870 ans_74777 ans_46053 ans_34384 ans_13096 ans_30055 ans_28131 ans_20601 ans_4363 ans_15118 ans_9055 ans_16042 ans_63287 ans_8832 ans_20818 ans_18837 ans_45300 ans_18388 ans_936 ans_32291 ans_47090 ans_4440 ans_50468 ans_68637 ans_6793 ans_40910 ans_33208 ans_11960 ans_62036 ans_43035 ans_14591 ans_3644 ans_7722 ans_15656 ans_40271 ans_43470 ans_4 ans_68072 ans_25144 ans_28485 ans_10615 ans_8249 ans_22763 ans_28164 ans_8598 ans_14936 ans_54883 ans_14500 ans_45384 ans_6287 ans_3378 ans_17020 ans_1469 ans_23446 ans_982 ans_39353 ans_24637 ans_67848 ans_54430 ans_19470 ans_43603 ans_605 ans_64115
46564	ans_46564	ans_1435 ans_1260 ans_33090 ans_27248 ans_13527 ans_32552 ans_14881 ans_44984 ans_39850 ans_21561 ans_8043 ans_6975 ans_30589 ans_37010 ans_6638 ans_45902 ans_29818 ans_16083 ans_657 ans_9 ans_11360 ans_267 ans_69084 ans_62386 ans_7608 ans_46564 ans_17568 ans_6285 ans_18191 ans_47304 ans_5811 ans_19387 ans_43167 ans_45114 ans_47592 ans_8214 ans_7779 ans_29709 ans_55047 ans_758 ans_21027 ans_47253 ans_47171 ans_71504 ans_18280 ans_11698 ans_9891 ans_4552 ans_22255 ans_13692 ans_55577 ans_37980 ans_3357 ans_1776 ans_58352 ans_138 ans_13462 ans_32192 ans_8711 ans_16659 ans_37192 ans_772 ans_17378 ans_21945 ans_32691 ans_59844 ans_33896 ans_8010 ans_21145 ans_49481 ans_9515 ans_46803 ans_11828 ans_54535 ans_28064 ans_13609 ans_67651 ans_47140 ans_32974 ans_18223 ans_35751 ans_22867 ans_10280 ans_24368 ans_30569 ans_7262 ans_20501 ans_61831 ans_2909 ans_20980 ans_43950 ans_7606 ans_62232 ans_11438 ans_30305 ans_36233 ans_626 ans_25353 ans_28585 ans_11465
16729	ans_16729	ans_15854 ans_50283 ans_23494 ans_67552 ans_10743 ans_4159 ans_7075 ans_3778 ans_15779 ans_2862 ans_54867 ans_19056 ans_44592 ans_23313 ans_39598 ans_20718 ans_43949 ans_23058 ans_5285 ans_60400 ans_872 ans_71015 ans_37888 ans_6481 ans_72885 ans_69345 ans_33087 ans_9165 ans_400 ans_8306 ans_10146 ans_44534 ans_24639 ans_9738 ans_30467 ans_476 ans_18062 ans_16422 ans_50468 ans_23817 ans_9477 ans_16729 ans_21675 ans_21529 ans_21558 ans_7579 ans_68100 ans_47706 ans_13562 ans_8713 ans_23548 ans_25226 ans_14295 ans_22718 ans_35956 ans_17596 ans_6869 ans_40649 ans_24866 ans_13590 ans_19332 ans_30699 ans_36354 ans_33128 ans_44363 ans_40039 ans_18715 ans_75297 ans_11445 ans_7668 ans_13714 ans_22066 ans_50101 ans_69307 ans_6706 ans_7866 ans_42186 ans_40679 ans_61510 ans_20126 ans_54254 ans_40089 ans_17045 ans_14838 ans_49720 ans_23551 ans_31963 ans_20296 ans_46699 ans_72964 ans_46288 ans_58988 ans_19940 ans_46014 ans_19133 ans_75749 ans_18202 ans_3367 ans_33112 ans_45932
33375	ans_33375	ans_23319 ans_6262 ans_56735 ans_23044 ans_3105 ans_63449 ans_32519 ans_56353 ans_18191 ans_19123 ans_5263 ans_21650 ans_24450 ans_7020 ans_20931 ans_73918 ans_27514 ans_18949 ans_28330 ans_9747 ans_7231 ans_3168 ans_8195 ans_5554 ans_46269 ans_41543 ans_3757 ans_56758 ans_29390 ans_3935 ans_6836 ans_6243 ans_1214 ans_50471 ans_22908 ans_10713 ans_50100 ans_49488 ans_46462 ans_46879 ans_21317 ans_54093 ans_22397 ans_21834 ans_30775 ans_13714 ans_21939 ans_8013 ans_18725 ans_51980 ans_68214 ans_75114 ans_22784 ans_32469 ans_10098 ans_28495 ans_43002 ans_1063 ans_67213 ans_33375 ans_18831 ans_39517 ans_19566 ans_14855 ans_21487 ans_23761 ans_69375 ans_17678 ans_4842 ans_22728 ans_29210 ans_21357 ans_24437 ans_27675 ans_56767 ans_66144 ans_45279 ans_18386 ans_68408 ans_67404 ans_13958 ans_3950 ans_49481 ans_43949 ans_74051 ans_32974 ans_36935 ans_24001 ans_29653 ans_7418 ans_58251 ans_47344 ans_68579 ans_45101 ans_23075 ans_29697 ans_9090 ans_11850 ans_21113 ans_13352
