4018	2987 16242 17617 13583 30285 23693 30047 4661 14046 21300
20323	19157 28374 30565 415 23675 26927 9949 2018 21300
16997	2987 17617 15058 7318 20491 21072 27266 21400 21300
710	2987 7540 13583 19619 23693 11316 28451 12720 9334 14878 17408 18788 14878 21300
44411	20163 18061 14543 26795 24163 27173 20667 17756 21300
67051	19157 2933 30565 8167 11297 926 8115 29252 14224 19916 21300
21080	522 30565 22580 29080 29592 12964 30565 18017 23378 29080 30565 23900 18017 21300
16217	2987 14530 22723 12578 1322 17658 9949 2117 21300
5405	19157 12605 30565 14618 29080 9949 5059 6962 21300
4137	19157 2933 3463 18006 29252 5890 9334 2933 6573 926 21300
13711	19157 2933 30565 13571 29080 5911 24549 20710 4871 21300
515	2987 17617 13583 27520 5313 23693 11316 11248 16892 28083 15630 16824 30565 4526 21300
53499	18113 16341 1771 13327 20954 14530 7463 7136 28697 24823 926 3242 16242 21300
33637	11684 14363 15630 18049 22591 13583 29026 14033 21300
18388	25358 4841 29779 28665 20564 2288 1086 21300
27461	28824 29474 9949 14372 4177 411 21300
44325	12332 13583 26813 9949 15977 8366 21069 9949 26078 14119 21300
54662	19157 2933 30565 14618 29080 4177 19914 17225 2288 25359 17408 18659 3529 21300
41141	2987 16242 2933 20242 21069 14359 16999 12960 2288 9949 17619 21300
55140	19157 2933 9949 9838 14192 15630 29252 18049 5969 29468 22637 29468 21300
66379	2987 7540 13583 2556 2356 29474 27830 3242 27161 14033 2925 19749 21300
15094	18276 24242 25342 19535 12030 13345 2617 9949 15650 29080 23855 11989 1088 21300
66233	17816 204 8326 3817 14076 25342 28496 13345 3242 14615 15630 18049 14530 2727 21300
19344	13873 23798 15565 24163 16999 14530 30565 3951 23798 9007 609 926 16081 9949 7985 12387 19935 25460 26204 15565 5969 7540 21300
56401	2987 2933 29468 15277 14530 23493 15099 20188 21300
20750	19157 2925 13400 14878 11935 14878 21300
13278	22657 15058 17579 14530 2556 9949 25965 21069 18149 6296 8919 15058 10858 9334 21300
35435	3000 28796 25342 9719 24576 13345 29252 5146 25342 9719 6813 13345 16054 21300
23985	7227 4177 22386 1086 2073 29252 11953 11342 21300
21145	22657 13583 17579 14530 7463 28335 17544 17658 7723 926 16081 984 21300
9797	18049 17617 13583 27520 6530 18061 18836 29252 20795 2925 18526 21300
33208	18113 16341 1771 12793 2288 22556 5628 21300
71668	18113 16341 9949 9812 5851 14530 29142 17578 5240 29474 17578 21300
16657	19157 17617 13583 7540 21069 20544 347 12605 21300
858	18113 23208 12332 4342 12960 21300
57987	16605 24169 16429 5871 16346 21300
76304	13873 13583 26627 18888 8919 26425 24422 6296 21300
71451	12332 18997 53 17922 24163 219 10810 18006 17922 21300
66789	522 29617 25313 12351 17208 21300
60463	26753 14621 5628 15630 5890 2933 14033 21300
34826	18113 3995 12960 23758 28962 21300
23488	2987 17617 13583 8471 9299 17408 27094 18403 926 30565 27068 21300
28004	19157 6010 5628 14530 24163 21400 15630 29252 18049 17617 13583 13773 14033 6048 21300
58858	2987 14530 27520 6530 4966 23924 2933 2687 21300
19632	2987 7540 13583 22637 9949 1116 16335 21300
75282	522 34 23405 10217 14033 15565 2933 8286 21300
32812	19157 20873 17617 24163 219 14530 22723 28048 15504 17587 204 21300
4651	18113 23369 30672 14530 7047 23065 15048 308 14754 21300
12089	2987 14530 28919 21069 14878 27642 101 25881 14878 28486 20453 21300
23826	18113 16341 9949 4784 14501 13392 926 21608 1523 10357 2034 21300
4936	2987 14530 16417 30565 28254 29080 21161 21300
41781	13583 13617 4855 4342 984 5214 2987 17617 13583 7463 30565 20671 21378 21072 10933 12420 30565 15565 6481 21300
11853	2987 16242 14530 2556 10551 17658 9949 2454 21300
50101	12332 13583 22723 18061 20710 926 28612 28198 24281 2288 14363 21220 29252 30207 11382 21300
30809	4860 9504 18006 15565 14530 7949 28618 21300
17440	19157 2925 28176 6573 2797 19336 618 21300
30048	2987 14530 11123 12015 5285 21300
21957	7227 28374 19336 2556 15763 2288 9949 27636 21300
49543	23213 29252 19718 13792 2281 29080 13389 21300
