26985	24969 22522 25938 1327 19855 33451 19693 40029 41531 22225 4135 1293 41531 19445 19699 29114
56990	24725 12565 39252 19855 7704 13398 21131 6302 31996 3893 40856 322 14595 13398 19476 12017 29114
43070	16717 40026 36727 13398 10574 25408 3031 22791 29114
61979	24725 1983 38803 35907 3031 34083 28559 29114
59776	30936 33489 39477 19982 35679 26655 24030 13398 11465 19855 14957 41531 10188 28784 14050 29114
46408	3950 5642 18504 26212 19855 30145 12896 28784 2464 17028 39186 29114
59361	7973 24662 38010 24282 37456 32275 10261 38183 3031 21367 29114
24282	15049 38495 1293 1935 28778 5613 5870 13129 2698 22884 3031 39572 39733 2636 29114
52755	16717 32275 27530 20315 3031 30935 39733 21791 11465 22260 19855 13520 29114
16217	3950 3893 41531 24298 21396 41531 19356 39521 1327 39733 39476 23975 23009 41531 15316 3031 22568 11265 21396 11364 29114
4137	24725 12565 24842 12565 19855 23338 19855 41106 23598 1293 41899 40026 38863 29114
14448	20733 24092 18504 1547 10085 13270 14979 13929 23523 3031 39350 29114
59881	1394 19855 17454 1293 32120 33833 24132 13398 7992 7867 29114
23854	12366 27848 28778 13398 40061 35034 19157 20485 27681 12565 29183 14595 8212 3031 38010 29114
16846	26191 3893 13531 40726 12814 1293 13398 10085 13115 19855 16235 29114
10692	20733 24092 18504 1547 13398 8804 21396 30774 7199 39521 7148 34506 2636 18123 29114
55405	24725 12565 33544 19855 4526 29792 1653 22980 13398 8971 29114
6432	3950 19855 1547 13398 5518 36727 19855 4987 34239 6403 28784 19325 29114
10737	24725 12565 17583 19855 34785 13398 35479 36847 35616 5940 39733 17204 14595 13398 14382 29114
18716	7390 21133 41531 8872 35666 24969 15580 3893 7466 29114
38092	39130 40026 34082 3460 40026 17060 21519 38663 5609 11682 29114
30518	8634 29337 1757 10622 20485 40229 12641 27689 17885 6989 38996 14610 11465 3471 29114
53998	16717 18504 41511 1293 13398 33494 18340 28784 13188 19855 30279 27689 25658 29114
2935	26191 17060 21461 41531 6147 11499 26637 1293 6545 3031 19707 29114
11572	16717 18504 6749 23009 41531 1757 28778 308 2986 14104 29114
51975	37788 11567 19855 41531 10188 21396 24092 18504 23338 28019 14595 13398 14382 29114
74786	16717 18504 22260 2659 30400 28778 24662 5144 11465 29114
20461	7973 2799 22453 17590 15349 11465 34506 16796 21519 3031 24137 18123 29114
11583	5823 35616 24994 28980 40637 39733 24994 9047 29114
49174	3977 22354 11132 19855 25181 32275 16395 21519 38554 28778 13398 27631 21519 29114
4919	3950 3456 3885 37057 23617 30927 3031 8386 29114
3180	26191 17060 41531 21130 32296 3031 26874 29114
4290	3950 19855 40205 9783 30297 3031 30136 29114
6767	3950 19855 33451 13398 8744 15857 1293 16990 32269 33312 24132 13398 27001 19855 1757 29114
22874	26382 18504 5642 28784 17885 39733 24662 23437 3893 28784 23010 21396 7880 25890 10080 37655 24030 34506 17818 18123 1293 11337 19855 4353 10167 26874 29114
34169	26191 3893 41531 7466 18050 19855 33451 28784 39621 19855 3897 3031 9290 26826 33494 29114
76032	24969 11465 19855 24697 1293 13398 11374 33743 3031 41697 29114
13490	26191 3893 41531 17248 18050 19855 33451 28784 17990 19855 11445 29114
21475	30936 10456 12452 41899 4366 5260 36042 29217 29114
3556	17732 3031 2860 16235 35666 4317 28125 1293 5260 8733 29114
5853	738 13412 39026 19855 17641 29567 25342 33278 5870 17641 19855 39026 3031 34377 29114
23469	3950 10080 30400 18459 4194 35868 7941 3031 41531 35898 28778 41531 20775 29114
66300	26191 3893 41531 5164 39521 2865 38500 29114
23985	16717 18504 33451 13398 11465 24132 38356 1293 20564 29114
14209	16717 20601 11633 41531 4707 2751 40029 13398 7841 30644 22980 4894 6643 29890 29114
61027	7973 18504 33451 2367 1016 24917 20540 19855 8652 7764 35145 24132 34087 29114
49786	24725 41531 27631 6732 39348 35616 13421 39733 36966 22980 40206 18293 19855 33474 29114
16657	26179 39140 19139 32556 39775 13398 26177 19855 41273 36111 38734 39733 26740 29114
25011	3242 41531 3622 24785 1293 41531 10188 21396 7880 8740 20601 3460 13398 18095 19855 24030 34622 5870 7351 40658 29114
7839	37603 16796 13110 37963 24132 13398 8872 13115 29114
7056	26191 3885 41531 13129 37591 25354 41714 3031 41531 8872 29114
7329	3950 3885 34410 24772 13484 3031 33367 29114
1856	20733 3031 41531 35138 3893 40474 5533 31507 29114
72115	3950 19855 2267 18921 19855 28703 26826 33494 29114
14488	20733 24092 18504 1547 13795 36583 7548 3031 17087 21396 16750 29114
4936	24725 22354 2367 12252 21396 34410 16796 22650 12392 19139 9155 41531 39540 31209 29114
37103	26382 18504 10080 37944 24238 13398 37549 7587 17024 22980 29890 7537 21396 5642 18504 16209 18346 29114
59687	16717 18504 25342 13398 21993 24132 4609 23009 19995 29114
59848	26191 3893 13398 19913 18050 19855 37403 13398 30253 29368 19139 18504 5642 24925 19855 12547 18382 17106 29114
5392	26191 24092 13398 21304 21039 10080 19855 20601 8740 17665 1547 20601 25197 3031 32275 18293 32867 15659 29114
24303	5823 28784 20848 11491 9047 19855 41531 34988 25547 16271 26826 17048 22491 29114
66864	3950 19855 30145 13129 39618 10227 3384 5609 40026 33406 29114
21957	18389 9047 32328 6452 3031 39572 29114
59986	26191 23298 3893 749 19855 30854 28784 11832 41531 16835 1293 13398 20491 13115 19855 25977 29114
34	26191 34492 39521 17157 27559 18504 32913 37327 36583 11125 40044 29114
11658	16717 41531 24360 36326 11465 1293 1757 32913 322 24917 14277 15233 18943 29114
42458	16717 18504 33451 2475 23814 41531 31797 3031 34930 29114
28973	26191 11465 10080 18504 24030 19855 27001 24662 7409 3031 41531 26179 29114
48222	16717 18504 40740 13398 20640 13232 24132 4609 29114
74447	26191 17060 41531 3784 39521 27443 821 8740 17665 36007 14105 27242 8740 41531 1777 12471 29114
72061	30936 18504 24030 19855 10080 34251 34592 12014 22284 41531 10188 24132 13398 32038 34380 11046 21791 11465 29114
5028	9283 21708 1293 13412 28778 13398 9141 15804 29114
6030	13188 22862 21519 16796 6321 29114
35322	2632 38663 27323 19855 39730 10167 34506 25793 21396 18889 18123 23328 13944 39733 32003 20802 29114
381	3977 22354 2464 28411 19139 13398 41639 36579 27559 32913 37053 39521 29114
37548	5329 16796 40682 38863 30644 1293 14430 174 22260 29114
71090	7009 8386 21396 27559 13929 13186 32913 1158 3031 14194 29114
72828	9683 3893 13398 31645 35679 35275 22980 26179 6732 32032 29114
25144	6524 13398 11128 40726 3031 8386 29114
26725	24725 22354 2367 40604 39521 22522 18504 27559 28610 27001 8740 18504 6266 19855 23338 19855 41531 10188 29114
39221	13582 21702 9824 32913 24889 3558 28203 41531 4609 3893 24257 4654 29114
26409	3950 24092 18504 1547 13398 38500 39521 35858 17060 11298 31958 18787 29126 3031 40193 41229 29114
23754	30936 38996 18459 24030 19855 24697 1293 13398 11465 19855 34785 13398 13723 6039 3031 41531 28942 29114
5192	26191 10080 25842 19855 38300 24030 19855 20821 36583 17918 31846 29114
2243	5823 28784 39495 21847 29890 19855 24466 41531 28068 35711 40029 13398 15659 29114
21901	24969 29890 15233 34098 40844 28778 41531 9606 38428 35333 11408 3031 17830 21396 5725 16796 36724 29114
21469	9683 3885 4964 10638 40029 8744 3031 41531 10188 29114
61479	41802 29982 34595 14430 34918 17833 3099 29114
5262	3762 17060 32834 40366 35666 7557 7833 12376 1293 16235 29114
19763	26191 7962 32913 33310 20328 29433 39521 2563 31561 20328 1293 6591 17513 26358 29114
13790	14420 3031 41531 29528 34684 3031 24662 8971 3885 37847 5461 19841 21937 18504 13019 37944 12802 12870 26191 19855 10080 29114
5065	26191 3893 41531 30312 3663 7867 34506 28778 13398 7867 1143 18123 3031 41531 8872 29114
6471	3950 19855 9532 13398 22260 7199 29114
4143	9683 10080 20601 24030 19855 25342 19157 3506 17486 28784 3506 6302 37456 29890 7537 27278 29114
60646	22611 28017 22980 35371 28779 3031 40571 29114
17735	30936 18504 24030 13398 27933 11465 19855 37627 28784 1138 19855 27741 11265 29114
35647	16717 18504 22260 19855 41531 26179 8740 24662 10677 11465 6427 29114
16511	16717 20601 33451 28019 11011 20601 20982 37944 37627 14808 20601 34197 3346 24132 8210 35537 29114
56894	3950 36910 13666 24092 18504 25342 28784 20564 19855 26179 3031 7867 29114
6321	3950 37834 3893 12565 19855 41073 13925 39450 12014 3877 3031 37196 29114
60793	20733 17928 38559 41531 28677 18260 4129 25342 32296 29114
49691	3950 19855 19730 33494 10227 3031 33557 29114
444	31526 11606 24132 5442 33833 18569 24132 31996 16835 18504 18547 3031 29114
17814	24725 12565 17583 19855 24631 3031 38010 40026 38863 12014 22980 29890 29114
50646	9683 3885 22354 37563 22325 1653 16796 26762 24466 29890 7537 29114
60415	24725 11617 20483 3031 5624 29783 40474 19855 27001 29114
1666	3950 19855 22260 14595 13398 13658 25126 24132 13398 25408 29114
58324	16717 18504 4194 11011 8740 18504 18239 41531 30052 7028 20982 37944 25342 41531 7867 29114
68426	24725 22354 32275 31356 19139 27681 24556 13398 33456 3558 17271 14033 1293 37112 29114
21566	3950 24092 20601 25885 33451 3589 19855 28059 32133 29114
