21287	ans_21287	ans_47869 ans_19212 ans_39761 ans_51645 ans_309 ans_7535 ans_6465 ans_8357 ans_8247 ans_9415 ans_23370 ans_3465 ans_716 ans_1860 ans_5351 ans_63814 ans_1703 ans_26441 ans_76662 ans_59986 ans_5701 ans_3461 ans_16627 ans_4772 ans_68521 ans_66953 ans_20741 ans_217 ans_60158 ans_21424 ans_68669 ans_38842 ans_77524 ans_10388 ans_46049 ans_51343 ans_64766 ans_60857 ans_2044 ans_18561 ans_766 ans_979 ans_43268 ans_62411 ans_44066 ans_6835 ans_2045 ans_6053 ans_21287 ans_72477 ans_2041 ans_69307 ans_69243 ans_45538 ans_45689 ans_525 ans_67565 ans_66300 ans_4466 ans_45786 ans_34807 ans_26681 ans_21285 ans_55537 ans_66243 ans_2807 ans_24864 ans_3990 ans_7585 ans_73075 ans_14828 ans_39712 ans_68405 ans_6266 ans_46941 ans_1563 ans_1451 ans_51221 ans_55426 ans_5667 ans_2451 ans_48783 ans_60364 ans_6227 ans_36413 ans_35606 ans_39446 ans_23167 ans_517 ans_69711 ans_7488 ans_63783 ans_67805 ans_119 ans_2762 ans_11462 ans_2582 ans_37445 ans_13225 ans_46457
53706	ans_53706	ans_69053 ans_5593 ans_25283 ans_36127 ans_23031 ans_67855 ans_6465 ans_68523 ans_4984 ans_73057 ans_76563 ans_53793 ans_74404 ans_8266 ans_30442 ans_23854 ans_14880 ans_11120 ans_58773 ans_9747 ans_44925 ans_35022 ans_26201 ans_25156 ans_35765 ans_23944 ans_4440 ans_27291 ans_19698 ans_53706 ans_25663 ans_19665 ans_6304 ans_69215 ans_48669 ans_24017 ans_5232 ans_42068 ans_35027 ans_77725 ans_16036 ans_10326 ans_39336 ans_20069 ans_23133 ans_34553 ans_10928 ans_6563 ans_44496 ans_5687 ans_57772 ans_35939 ans_72371 ans_14262 ans_35490 ans_24988 ans_67177 ans_44226 ans_35380 ans_20630 ans_71813 ans_59968 ans_5538 ans_6266 ans_77924 ans_53687 ans_22669 ans_45081 ans_34741 ans_73422 ans_58079 ans_932 ans_4395 ans_59916 ans_89 ans_58043 ans_21335 ans_7868 ans_44342 ans_60901 ans_74512 ans_2322 ans_8861 ans_19651 ans_52501 ans_26936 ans_76586 ans_2305 ans_74733 ans_22604 ans_68543 ans_61375 ans_2097 ans_20717 ans_74080 ans_44263 ans_66343 ans_50383 ans_46457 ans_1949
48036	ans_48036	ans_2712 ans_46736 ans_52060 ans_9628 ans_50037 ans_51949 ans_2697 ans_76993 ans_72913 ans_16583 ans_3980 ans_38791 ans_4396 ans_3921 ans_9793 ans_25148 ans_68300 ans_3410 ans_19753 ans_48719 ans_68802 ans_18048 ans_19651 ans_31444 ans_14724 ans_14574 ans_45265 ans_8320 ans_46114 ans_55969 ans_43915 ans_8454 ans_19620 ans_12968 ans_17780 ans_19860 ans_27477 ans_36833 ans_2438 ans_4422 ans_44990 ans_19153 ans_4244 ans_38651 ans_6564 ans_21660 ans_48672 ans_6447 ans_10737 ans_25330 ans_72338 ans_9520 ans_3631 ans_18022 ans_45542 ans_9759 ans_39906 ans_11019 ans_55469 ans_51796 ans_71920 ans_68809 ans_51345 ans_46502 ans_1498 ans_4101 ans_18901 ans_14541 ans_30599 ans_23083 ans_65189 ans_11455 ans_8762 ans_18577 ans_16740 ans_40628 ans_2062 ans_57705 ans_18148 ans_22228 ans_48036 ans_50646 ans_3398 ans_16516 ans_18367 ans_5982 ans_7852 ans_57461 ans_12984 ans_9576 ans_10195 ans_42240 ans_3239 ans_9475 ans_20875 ans_587 ans_42941 ans_9884 ans_8860 ans_39275
42941	ans_42941	ans_1534 ans_57705 ans_16556 ans_66979 ans_4810 ans_13724 ans_39700 ans_2697 ans_3796 ans_64281 ans_43256 ans_25330 ans_34205 ans_9793 ans_50406 ans_50646 ans_5117 ans_46201 ans_26600 ans_68654 ans_100 ans_71464 ans_17362 ans_2874 ans_10195 ans_1911 ans_46237 ans_7419 ans_26510 ans_61171 ans_52501 ans_14712 ans_48263 ans_40617 ans_64049 ans_6158 ans_19153 ans_19620 ans_31108 ans_39275 ans_16803 ans_2624 ans_401 ans_16945 ans_14833 ans_693 ans_11615 ans_48036 ans_7868 ans_42018 ans_5914 ans_51221 ans_55469 ans_66034 ans_51949 ans_10077 ans_4685 ans_6365 ans_17665 ans_76440 ans_72297 ans_9066 ans_68986 ans_10710 ans_38651 ans_4170 ans_42632 ans_25148 ans_17360 ans_31444 ans_811 ans_14488 ans_46527 ans_2062 ans_9884 ans_17261 ans_48536 ans_3586 ans_27316 ans_3711 ans_72306 ans_16229 ans_68994 ans_6815 ans_8071 ans_6168 ans_7953 ans_3772 ans_22009 ans_23765 ans_17098 ans_15962 ans_68903 ans_36016 ans_21660 ans_18130 ans_42941 ans_19976 ans_56108 ans_9166
42411	ans_42411 ans_72552	ans_13882 ans_622 ans_50186 ans_57618 ans_31612 ans_8125 ans_58430 ans_46755 ans_55452 ans_46451 ans_76144 ans_23031 ans_932 ans_39922 ans_74350 ans_62508 ans_74512 ans_42411 ans_72338 ans_62291 ans_22604 ans_57451 ans_22784 ans_64422 ans_72882 ans_10242 ans_13577 ans_49350 ans_25609 ans_62520 ans_18168 ans_35027 ans_67175 ans_55629 ans_36723 ans_72552 ans_51420 ans_49467 ans_60646 ans_42848 ans_17084 ans_7814 ans_13028 ans_29070 ans_89 ans_7137 ans_52501 ans_59361 ans_71813 ans_16663 ans_35652 ans_26078 ans_22852 ans_35490 ans_53520 ans_31146 ans_17360 ans_14320 ans_10308 ans_60505 ans_72371 ans_6296 ans_27844 ans_23395 ans_37543 ans_28922 ans_30266 ans_47943 ans_18132 ans_65175 ans_72663 ans_31128 ans_48901 ans_59923 ans_44130 ans_47433 ans_70776 ans_40068 ans_45041 ans_42461 ans_16087 ans_19698 ans_20967 ans_47891 ans_58431 ans_50661 ans_58043 ans_44525 ans_51323 ans_3657 ans_76934 ans_21493 ans_54039 ans_3759 ans_66376 ans_35424 ans_25487 ans_47994 ans_30849 ans_53687
54296	ans_54296	ans_19132 ans_189 ans_26543 ans_3690 ans_8747 ans_35469 ans_17780 ans_18033 ans_11551 ans_17250 ans_9300 ans_12873 ans_59286 ans_56990 ans_6954 ans_41894 ans_34553 ans_39674 ans_8676 ans_18187 ans_64971 ans_19757 ans_72903 ans_15985 ans_7956 ans_66 ans_73774 ans_23286 ans_49042 ans_51420 ans_48100 ans_6441 ans_14724 ans_26667 ans_43060 ans_14819 ans_17553 ans_16286 ans_55707 ans_34291 ans_4941 ans_5188 ans_10978 ans_25797 ans_37281 ans_11120 ans_73734 ans_24124 ans_2098 ans_26685 ans_50609 ans_34149 ans_2041 ans_1064 ans_67250 ans_11066 ans_17792 ans_11462 ans_9946 ans_8247 ans_71394 ans_60787 ans_4111 ans_8387 ans_43645 ans_1507 ans_26914 ans_10233 ans_8225 ans_63783 ans_3604 ans_43210 ans_7609 ans_34645 ans_301 ans_54296 ans_9143 ans_16583 ans_26302 ans_47184 ans_50249 ans_19105 ans_927 ans_10303 ans_48917 ans_73422 ans_1023 ans_19733 ans_42285 ans_45839 ans_67748 ans_11467 ans_52297 ans_17629 ans_3532 ans_76239 ans_58514 ans_48402 ans_3908 ans_37196
7743	ans_7743	ans_24676 ans_18354 ans_457 ans_50035 ans_7635 ans_4685 ans_70844 ans_31553 ans_14623 ans_49449 ans_26048 ans_74444 ans_43872 ans_64030 ans_51607 ans_35318 ans_74464 ans_68065 ans_48763 ans_3556 ans_52164 ans_74627 ans_30572 ans_24153 ans_13581 ans_38052 ans_66587 ans_19379 ans_72663 ans_921 ans_68166 ans_73270 ans_23860 ans_43021 ans_57222 ans_22009 ans_57268 ans_31474 ans_35875 ans_47181 ans_69720 ans_2790 ans_16093 ans_53830 ans_19256 ans_68795 ans_26117 ans_35320 ans_67087 ans_7743 ans_40419 ans_67908 ans_76239 ans_2807 ans_62347 ans_61770 ans_45569 ans_2495 ans_19911 ans_71670 ans_38818 ans_6854 ans_350 ans_5817 ans_74403 ans_42874 ans_767 ans_17462 ans_14871 ans_51932 ans_77125 ans_9249 ans_67101 ans_23643 ans_74854 ans_26835 ans_43889 ans_2690 ans_60140 ans_71613 ans_48687 ans_1480 ans_13877 ans_23718 ans_15962 ans_5561 ans_116 ans_10601 ans_46442 ans_46736 ans_9965 ans_8452 ans_42066 ans_55786 ans_27664 ans_10221 ans_73634 ans_65264 ans_1835 ans_67958
18305	ans_18305	ans_10360 ans_27298 ans_72751 ans_51343 ans_19170 ans_77510 ans_16995 ans_41894 ans_69733 ans_9996 ans_73165 ans_4955 ans_7145 ans_39076 ans_52164 ans_73734 ans_8551 ans_57058 ans_60909 ans_64318 ans_11218 ans_25384 ans_59286 ans_18305 ans_22738 ans_64768 ans_19076 ans_18033 ans_74733 ans_9994 ans_8010 ans_66818 ans_454 ans_8071 ans_34149 ans_25083 ans_60218 ans_30490 ans_8747 ans_2522 ans_51047 ans_10356 ans_19733 ans_24124 ans_63834 ans_74386 ans_24698 ans_30346 ans_67282 ans_26667 ans_20739 ans_4996 ans_68940 ans_19600 ans_18269 ans_17250 ans_1064 ans_18090 ans_76239 ans_26685 ans_18555 ans_6306 ans_19822 ans_49719 ans_8387 ans_73422 ans_11551 ans_55707 ans_34291 ans_35252 ans_58514 ans_4111 ans_49799 ans_20538 ans_48672 ans_37563 ans_55858 ans_53642 ans_60787 ans_20547 ans_16286 ans_9143 ans_73774 ans_9991 ans_3136 ans_67748 ans_16506 ans_19132 ans_56678 ans_48431 ans_20073 ans_72637 ans_5817 ans_26302 ans_927 ans_10737 ans_37834 ans_26011 ans_72693 ans_8266
25817	ans_25817	ans_48763 ans_60245 ans_12982 ans_995 ans_46237 ans_68646 ans_12826 ans_40217 ans_47542 ans_16526 ans_37716 ans_49353 ans_40075 ans_77358 ans_17898 ans_1504 ans_39626 ans_8131 ans_60630 ans_37572 ans_23395 ans_58906 ans_7173 ans_54219 ans_2322 ans_68523 ans_39150 ans_60078 ans_41933 ans_3309 ans_71830 ans_9564 ans_25817 ans_30317 ans_22228 ans_7447 ans_3512 ans_11310 ans_11322 ans_51967 ans_70843 ans_40573 ans_35754 ans_51562 ans_16006 ans_26233 ans_13882 ans_10084 ans_17068 ans_17122 ans_38412 ans_8392 ans_9194 ans_69201 ans_1701 ans_37543 ans_62664 ans_11541 ans_58984 ans_62647 ans_16860 ans_65110 ans_1327 ans_41788 ans_57190 ans_49837 ans_7839 ans_63885 ans_23957 ans_5605 ans_4453 ans_49139 ans_21944 ans_48793 ans_60598 ans_49932 ans_46655 ans_17976 ans_8582 ans_55956 ans_50518 ans_8463 ans_5399 ans_328 ans_37985 ans_27559 ans_27254 ans_5910 ans_13896 ans_72637 ans_5957 ans_76302 ans_454 ans_57178 ans_68654 ans_33908 ans_20461 ans_33879 ans_45265 ans_11481
57960	ans_57960	ans_45408 ans_13917 ans_9027 ans_6787 ans_53178 ans_67310 ans_10230 ans_54213 ans_49799 ans_73096 ans_203 ans_19438 ans_5192 ans_65339 ans_74109 ans_4792 ans_13164 ans_31393 ans_62664 ans_71067 ans_17062 ans_8493 ans_7254 ans_13355 ans_13611 ans_10371 ans_447 ans_19122 ans_51472 ans_1406 ans_45341 ans_5392 ans_74119 ans_20562 ans_26236 ans_71150 ans_13901 ans_69520 ans_13542 ans_3464 ans_428 ans_23754 ans_59883 ans_57198 ans_21201 ans_16286 ans_48636 ans_5106 ans_72637 ans_68593 ans_4227 ans_50805 ans_30569 ans_31506 ans_14085 ans_6226 ans_73853 ans_35424 ans_34723 ans_28973 ans_57549 ans_1594 ans_64418 ans_2628 ans_36519 ans_7628 ans_19379 ans_4537 ans_26243 ans_71236 ans_77253 ans_3015 ans_60167 ans_9035 ans_57960 ans_24914 ans_9785 ans_6526 ans_13874 ans_20073 ans_69587 ans_24864 ans_2514 ans_25011 ans_1141 ans_14066 ans_65231 ans_38686 ans_69567 ans_4125 ans_19074 ans_14054 ans_6209 ans_4143 ans_24568 ans_61185 ans_74090 ans_68180 ans_47900 ans_35998
