230868	11557 9297 22868 11875 28633 22899 17132 13714 28894 25299 17716 20205
55720	2718 16679 12812 27714 19389 2102 15255 24116 20205
46252	17131 15484 9297 23754 4123 652 4022 22678 867 3119 10710 23196 27659 27922 20205
199369	6744 5559 17085 10710 15595 22899 15689 2102 9297 8176 20223 6072 2990 20205
118248	2718 7026 12812 17037 17085 1041 19986 28894 15297 9274 8356 7862 20205
220707	11557 3107 26207 21152 22899 24727 26071 23971 3365 20205
12542	1211 15255 24116 2102 13265 16836 16707 28957 20205
6909	2718 13714 19768 17318 26754 16707 24116 823 20205
16217	25898 19474 21750 16707 1705 9291 1516 20205
106044	1972 4022 3919 14828 5500 11807 28894 26110 24772 28894 3107 1080 27659 28894 11744 3107 3475 20205
202848	2718 13714 14589 9605 16175 19986 23724 16707 15255 19979 28957 1884 20205
107228	13081 21467 21413 5002 22899 10529 2903 9452 20205
201154	2718 16679 12812 21524 11875 6417 3338 28894 6955 24036 2102 11908 12542 26904 12812 8882 16483 9297 19239 20205
25912	17131 28894 18770 5103 28266 23471 317 2814 4022 28894 28376 27853 20205
46278	2718 16679 12812 28686 17085 19181 15152 20205
66612	6744 7026 26405 24903 16378 27659 29003 7260 24149 19979 22170 3962 10983 20205
28174	2742 15484 19530 13714 3828 5543 11875 3722 867 27459 27659 28814 9789 20205
1673	11557 12812 6790 22421 10710 19986 14597 18061 24619 20205
103600	4484 15991 952 8054 27659 14804 20183 14328 15991 28493 16010 14072 25721 14072 20205
100234	2718 13714 14448 9297 3669 2102 8971 20205
22818	2718 16679 12812 17064 9297 18603 22170 10542 22421 92 2563 20205
16939	2718 16679 12812 27425 22421 23429 10710 19473 13714 9297 8877 10710 19473 20205
18716	2718 13714 8647 22421 3107 20926 20205
38092	2718 26830 2155 13042 20205
97799	10710 23587 11002 14174 13895 25299 26904 19859 11853 20205
137312	6566 28995 10126 6893 2465 16773 9977 20205
10337	2718 7026 12812 25903 8618 846 21954 20205
65273	6310 24221 17967 3191 5090 19274 19567 24867 9297 19714 1578 14828 2674 1985 6893 20205
48481	2718 7026 3874 6248 26904 9297 15988 17836 20205
198776	2718 9716 9297 9278 1199 13237 23133 29133 8311 6848 2102 17085 19213 20205
126686	18303 12812 4687 22421 2683 8913 14828 19218 17085 15255 25090 14589 28894 11946 23309 867 9157 1041 21152 20205
214088	6744 26830 8143 365 6731 27373 16707 15255 24116 823 20205
9193	2718 26830 28894 15255 24116 823 13736 20592 13042 20205
